Campus ID,Student ID,Teacher Last Name,Teacher First Name,Course Name,Unit,Type,Assignment,Assignment Opened *,Turned In *,Time Spent,Score,Unit Score,Total Score
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,TEST,1. Pre-Test,8/22/2019 9:57,8/22/2019 10:42,0:45,91.6,91.6,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),2,TEST,1. Pre-Test,8/30/2019 15:15,10/2/2019 7:52,0:55,78.1,78.1,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,2. The Coordinate Plane,10/7/2019 10:28,10/7/2019 10:56,0:28,100,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,3. Identifying Functions,10/8/2019 15:20,10/9/2019 7:36,0:56,100,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,4. Function Notation,10/9/2019 7:36,10/9/2019 7:52,0:16,100,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,5. Modeling Functions,10/9/2019 7:52,10/9/2019 8:16,0:24,78.3,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,QUIZ,6. Quiz 1: Function Basics,10/9/2019 8:16,10/9/2019 8:31,0:15,75,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,9. Arithmetic Sequences,10/9/2019 8:31,10/9/2019 10:57,0:37,91.9,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,10. Direct Variation,10/9/2019 10:57,10/9/2019 11:05,0:08,100,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,11. Slope,10/9/2019 11:05,10/9/2019 11:14,0:09,84.4,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,QUIZ,12. Quiz 2: Patterns,10/9/2019 11:14,10/9/2019 11:22,0:08,91.7,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,15. Slope-Intercept Form,4/29/2020 16:51,4/29/2020 17:08,0:17,74,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,16. Absolute Value Functions,10/9/2019 11:22,1/9/2020 9:51,3:10,72.7,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,17. Piecewise Defined Functions,10/15/2019 8:09,11/25/2019 9:36,2:30,71.4,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,18. Graphs of Piecewise Functions,10/15/2019 9:42,2/5/2020 9:51,9:32,72.7,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,19. Function Relationships,12/3/2019 10:18,2/4/2020 8:30,3:03,74.5,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,QUIZ,20. Quiz 3: Graphing Linear Functions,10/21/2019 9:40,10/21/2019 10:07,0:26,72.7,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,22. Writing Linear Equations (1),10/21/2019 10:17,10/21/2019 10:23,0:06,90.9,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,23. Writing Linear Equations (2),10/21/2019 10:24,2/4/2020 8:47,0:44,70,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,24. Writing Linear Equations (3),10/21/2019 10:45,2/27/2020 8:38,2:08,80,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,QUIZ,27. Quiz 4: Writing Linear Equations,10/30/2019 10:26,10/30/2019 11:16,0:49,92.1,83.2,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),4,LESSON,3. Addition Property of Inequality,2/24/2020 9:51,2/24/2020 9:59,0:08,70,80,83.23
PRA | PRA APP,26708508,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),4,LESSON,6. Problem Solving,2/24/2020 10:21,2/24/2020 10:38,0:17,90,80,83.23
PRA | PRA APP,26333304,Espadas,Mr.,MA G01D Analytic Geometry 1D SY19-20 (2016) (CRx),1,LESSON,3. CRx Lesson Pool Geometry,4/6/2020 18:15,4/7/2020 16:13,0:25,100,100,100
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,2. Variables and Expressions,2/21/2020 22:30,4/2/2020 7:33,1:22,73.5,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,3. Exponents and Order of Operations,2/22/2020 14:25,2/27/2020 10:05,0:47,85.7,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,4. Evaluating Expressions,2/27/2020 10:05,2/27/2020 10:30,0:25,84.6,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,QUIZ,5. Quiz 1: The Language of Algebra,2/27/2020 10:30,4/2/2020 7:34,1:01,86.7,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,7. Classifying and Comparing Numbers,2/27/2020 11:32,4/2/2020 7:34,4:09,81.9,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,8. Decimal-Fraction Conversions,2/28/2020 9:45,2/28/2020 10:27,0:42,90,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,9. Fractions,2/28/2020 10:28,6/9/2020 12:18,3:41,70,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,10. Adding and Subtracting Signed Numbers,3/3/2020 17:09,4/2/2020 7:36,1:37,81.8,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,11. Multiplying and Dividing Signed Numbers,3/3/2020 18:46,3/3/2020 20:27,1:41,88.5,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,12. Absolute Value,3/5/2020 19:43,4/2/2020 7:31,0:33,73.1,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,QUIZ,13. Quiz 2: The Real Numbers,6/9/2020 12:19,6/17/2020 9:46,0:37,97.8,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,15. Commutative and Associative Properties,6/9/2020 12:27,6/17/2020 9:51,0:16,100,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,16. Distributive Property,,4/17/2020 13:43,N/A,100,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,17. Simplifying Expressions,,4/17/2020 13:46,N/A,70,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,QUIZ,18. Quiz 3: Properties of the Real Numbers,6/11/2020 9:55,6/17/2020 9:56,0:58,100,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,PROJECT,20. Performance Task,6/10/2020 11:04,6/17/2020 10:11,0:40,76.7,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,21. Simplifying Radicals,6/10/2020 9:46,6/17/2020 10:19,3:11,100,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,22. Multiplying Radicals,,5/13/2020 15:22,N/A,72.7,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,23. Dividing Radicals,6/10/2020 10:18,6/17/2020 10:36,1:01,90,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,24. Adding and Subtracting Radicals,6/17/2020 10:36,6/17/2020 10:51,0:15,100,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,LESSON,27. Review,6/17/2020 10:52,6/17/2020 10:58,0:06,100,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),1,TEST,28. Test,6/17/2020 11:25,6/18/2020 11:22,0:53,93,86.2,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,1. Open Sentences,,4/27/2020 15:57,N/A,70,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,2. Addition Property of Equality,6/16/2020 10:23,6/17/2020 11:05,2:19,90,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,3. Multiplication Property of Equality,6/10/2020 10:51,6/10/2020 11:03,0:12,90,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,4. Two-Step Equations,,4/27/2020 16:13,N/A,70,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,QUIZ,5. Quiz 1: Solving Equations,6/17/2020 11:05,6/17/2020 11:12,0:07,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,7. Variables on Both Sides,6/17/2020 11:16,6/17/2020 11:24,0:08,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,8. Combining Like Terms,6/17/2020 11:25,6/17/2020 11:35,0:10,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,9. The Distributive Property,6/17/2020 11:35,6/17/2020 11:51,0:16,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,10. Literal Equations,6/17/2020 11:51,6/17/2020 12:00,0:09,89.7,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,QUIZ,11. Quiz 2: Multi-Step Equations,6/17/2020 12:00,6/17/2020 12:14,0:14,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,13. Writing Equations from Word Problems,6/17/2020 12:14,6/17/2020 12:38,0:23,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,14. Two Unknowns,6/17/2020 12:38,6/17/2020 12:53,0:15,90.7,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,15. More than Two Unknowns,6/17/2020 12:53,6/17/2020 13:20,0:27,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,16. Using a Chart,6/18/2020 9:43,6/18/2020 11:46,1:02,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,QUIZ,17. Quiz 3: Word Problems,6/18/2020 11:47,6/18/2020 12:00,0:13,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,19. Percent Problems,6/18/2020 12:00,6/18/2020 12:12,0:12,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,20. Mixture and Interest Problems,6/18/2020 12:12,6/18/2020 12:36,0:24,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,QUIZ,21. Quiz 4: Mixture and Investment Problems,6/18/2020 12:37,6/18/2020 12:48,0:11,93.3,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,PROJECT,22. Performance Task,6/18/2020 12:48,6/18/2020 13:01,0:12,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,LESSON,26. Review,6/18/2020 13:01,6/18/2020 13:06,0:05,100,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),2,TEST,27. Test,6/23/2020 9:51,6/23/2020 12:02,1:19,95,97.7,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,1. The Coordinate Plane,6/23/2020 12:11,6/23/2020 12:15,0:05,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,2. Identifying Functions,6/23/2020 11:01,6/23/2020 12:10,0:55,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,3. Function Notation,6/23/2020 12:15,6/23/2020 12:31,0:16,99,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,4. Modeling Functions,6/23/2020 12:31,6/23/2020 12:40,0:08,80,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,QUIZ,5. Quiz 1: Function Basics,6/23/2020 12:40,6/23/2020 12:46,0:06,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,7. Writing a Function Rule,6/23/2020 12:46,6/23/2020 12:54,0:08,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,8. Arithmetic Sequences,6/23/2020 12:54,6/23/2020 13:05,0:11,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,9. Direct Variation,6/23/2020 13:05,6/23/2020 13:13,0:08,97.7,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,10. Slope,6/23/2020 13:13,6/23/2020 13:24,0:10,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,QUIZ,11. Quiz 2: Patterns,6/24/2020 10:20,6/24/2020 10:37,0:17,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,13. Linear Equations,6/24/2020 9:50,6/24/2020 10:50,0:39,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,14. Slope-Intercept Form,6/24/2020 10:50,6/24/2020 11:00,0:09,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,15. Absolute Value Functions,6/24/2020 11:00,6/24/2020 11:05,0:05,90.9,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,16. Piecewise Defined Functions,6/24/2020 11:05,6/24/2020 11:15,0:10,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,17. Graphs of Piecewise Functions,6/24/2020 11:15,6/24/2020 11:26,0:11,90.9,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,18. Function Relationships,6/24/2020 11:27,6/24/2020 11:34,0:08,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,QUIZ,19. Quiz 3: Graphing Linear Functions,6/24/2020 11:34,6/24/2020 11:53,0:18,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,21. Writing Linear Equations (1),6/24/2020 11:53,6/24/2020 12:13,0:20,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,22. Writing Linear Equations (2),6/24/2020 12:13,6/24/2020 12:21,0:08,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,23. Writing Linear Equations (3),6/24/2020 12:21,6/24/2020 12:32,0:11,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,24. Inverse Functions,6/24/2020 12:32,6/24/2020 12:40,0:08,88.9,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,25. Scatter Plots,6/24/2020 12:40,6/24/2020 12:49,0:09,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,QUIZ,26. Quiz 4: Writing Linear Equations,6/25/2020 9:46,6/25/2020 10:10,0:24,83.3,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,PROJECT,27. Performance Task,6/25/2020 10:10,6/25/2020 10:21,0:10,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,LESSON,31. Review,6/25/2020 10:21,6/25/2020 10:29,0:08,100,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),3,TEST,32. Test,6/25/2020 10:29,6/25/2020 10:49,0:19,85,94.9,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),4,LESSON,1. Graphing,6/25/2020 10:50,6/25/2020 11:00,0:09,100,94,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),4,LESSON,2. Addition Property of Inequality,6/25/2020 11:00,6/25/2020 11:05,0:05,100,94,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),4,LESSON,3. Multiplication Property of Inequality,6/25/2020 11:05,6/25/2020 11:12,0:07,92.9,94,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),4,LESSON,4. Multi-Step Inequalities,6/25/2020 11:12,6/25/2020 11:21,0:09,76.9,94,93.2
DRA 504 | DRA RP3 Lite,28625650,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016),4,LESSON,5. Problem Solving,6/25/2020 11:21,6/25/2020 11:30,0:09,100,94,93.2
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,LESSON,2. Mathematic System: Set Theory Review,8/7/2019 13:14,8/8/2019 14:53,0:33,71.8,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,LESSON,3. Mathematic System: Operations with Sets,8/8/2019 15:33,8/19/2019 13:45,0:53,90,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,QUIZ,4. Quiz 1: Set Theory,8/19/2019 14:06,10/15/2019 15:18,0:01,72.7,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,LESSON,6. Geometry Undefined Terms: Point,10/15/2019 15:23,12/9/2019 14:49,0:05,100,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,LESSON,7. Geometry Undefined Terms: Line,10/15/2019 15:43,10/17/2019 12:10,0:01,75,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,LESSON,8. Geometry Undefined Terms: Plane,10/17/2019 12:11,10/23/2019 14:53,0:00,72.7,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,QUIZ,9. Quiz 2: Undefined Terms,10/17/2019 12:13,10/28/2019 15:24,0:27,80,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,LESSON,11. Defined Terms: Definitions,10/23/2019 14:54,11/12/2019 12:51,0:25,71,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,QUIZ,12. Quiz 3: Defined Terms,10/30/2019 15:00,11/4/2019 15:26,0:03,75,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,LESSON,14. Geometric Postulates,10/29/2019 12:32,11/12/2019 13:41,0:21,70,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,LESSON,16. Geometric Theorems,11/5/2019 12:09,11/12/2019 13:43,0:10,70,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,LESSON,17. Review of Properties of Algebra,11/5/2019 13:07,11/6/2019 12:17,0:06,70,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,QUIZ,18. Quiz 4: Postulates and Theorems,11/4/2019 13:23,11/12/2019 12:11,0:14,73.3,88.6,88.6
DRA RP3 Lite | DRA SPED,29780235,Espadas,Mr.,MA G01A Geometry 1A SY19-20 (2016),1,PROJECT,19. Performance Task,10/9/2019 13:38,10/9/2019 13:38,0:01,100,88.6,88.6
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,LESSON,5. Evaluating Expressions,8/28/2019 11:29,9/3/2019 7:36,0:36,100,95.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,QUIZ,6. Quiz 1: The Language of Algebra,9/3/2019 7:37,9/3/2019 7:40,0:03,83.3,95.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,LESSON,8. Classifying and Comparing Numbers,9/3/2019 7:41,9/3/2019 10:23,1:36,95.8,95.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,LESSON,9. Decimal-Fraction Conversions,9/3/2019 10:24,9/3/2019 10:25,0:01,100,95.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,LESSON,10. Fractions,9/3/2019 10:26,9/3/2019 10:28,0:03,90,95.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,QUIZ,14. Quiz 2: The Real Numbers,9/3/2019 10:29,9/3/2019 10:37,0:08,100,95.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,PROJECT,21. Performance Task,9/3/2019 10:23,9/4/2019 8:50,0:05,100,95.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,LESSON,23. Multiplying Radicals,9/3/2019 10:38,9/3/2019 10:40,0:02,87.5,95.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,LESSON,24. Dividing Radicals,9/3/2019 10:49,9/4/2019 8:53,1:19,89.5,95.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,LESSON,25. Adding and Subtracting Radicals,9/4/2019 8:53,9/4/2019 8:55,0:02,92.9,95.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),1,TEST,29. Test,9/4/2019 9:00,9/4/2019 9:06,0:06,92.1,95.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),2,TEST,1. Pre-Test,9/5/2019 7:32,10/3/2019 8:09,2:52,70.8,76.8,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),2,PROJECT,23. Performance Task,10/3/2019 9:05,10/3/2019 10:02,0:57,80,76.8,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),2,TEST,28. Test,10/9/2019 7:39,10/9/2019 11:12,1:28,72.7,76.8,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,2. The Coordinate Plane,12/2/2019 7:44,12/10/2019 9:47,4:00,85.7,86.5,86.48
